id,slug,naziv,kratki_naziv,vrsta,titular,oib,biskupija,zajednica,religija,konfesija,adresa,mjesto,zupanija,lat,lng,izvor_koordinata,evidencijski_broj,status,duplikat_od,datum_upisa,sluzba,telefon,email,web,google_karta,broj_gradjevina,zupna_crkva,zupna_crkva_slug,izvori
2546,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-veljun-vojnic-701408,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA VELJUN","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Veljun",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Kolarić 50a,Vojnić,Karlovačka,45.39818770000001,15.732690499999997,places,41.365,AKTIVNA,,2004-11-11,Sveštenik,,,http://www.eparhija-gornjokarlovacka.hr/,https://maps.google.com/?cid=6263200485345819574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2941,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-vlahovic-glina-701067,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA VLAHOVIĆ","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Vlahović",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Hrvatska 20,Glina,Sisačko-moslavačka,45.3399043,16.0910878,places,41.252,AKTIVNA,,2004-09-08,Sveštenik,095 520 8053,,https://www.eparhija-gornjokarlovacka.hr/,https://maps.google.com/?cid=17734587063294695556&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2516,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-vodotec-dreznica-701158,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA VODOTEČ","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Vodoteč",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Spomendom bb,Drežnica,Karlovačka,45.150362960747735,15.074668431419285,naselje-centroid,41.286,AKTIVNA,,2004-09-22,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2505,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-vojnic-701369,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA VOJNIĆ","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Vojnić",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Kolarić 50a,Vojnić,Karlovačka,45.325078600000005,15.6790431,places,41.362,AKTIVNA,,2004-11-09,Sveštenik,,,,https://maps.google.com/?cid=9343994803182190897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2545,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-vrebac-korenica-701405,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA VREBAC","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Vrebac",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Vranovača 52,Korenica,Ličko-senjska,44.74365967394745,15.710314222219598,naselje-centroid,41.364,AKTIVNA,,2004-11-11,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2937,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-vrelo-korenica-701063,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA VRELO KORENICA","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Vrelo Korenica",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Vranovača 52,Korenica,Ličko-senjska,44.74365967394745,15.710314222219598,naselje-centroid,41.248,AKTIVNA,,2004-09-08,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2939,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-vrginmost-701065,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA VRGINMOST","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Vrginmost",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Kralja Petra Svačića 32,Vrginmost,Sisačko-moslavačka,45.352716199999996,15.863798699999998,places,41.250,AKTIVNA,,2004-09-08,Sveštenik,,,https://www.eparhija-gornjokarlovacka.hr/,https://maps.google.com/?cid=137754061657307272&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2544,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-vrhovine-otocac-701404,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA VRHOVINE","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Vrhovine",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Kralja Zvonimira 108,Otočac,Ličko-senjska,44.889956,15.2464344,places,41.363,AKTIVNA,,2004-11-11,Sveštenik,,,,https://maps.google.com/?cid=7649806219460528775&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2938,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-vusic-korenica-701064,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA VUSIĆ","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Vusić",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Vranovača 52,Korenica,Ličko-senjska,44.74365967394745,15.710314222219598,naselje-centroid,41.249,AKTIVNA,,2004-09-08,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2962,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-zaluznica-otocac-701109,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA ZALUŽNICA","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Zalužnica",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Kralja Zvonimira 108,Otočac,Ličko-senjska,44.853519399999996,15.360046799999997,places,41.274,AKTIVNA,,2004-09-10,Sveštenik,,,,https://maps.google.com/?cid=7303436033237095269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2959,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-zrmanja-korenica-701106,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA ZRMANJA","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Zrmanja",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Vranovača 52,Korenica,Ličko-senjska,44.74365967394745,15.710314222219598,naselje-centroid,41.271,AKTIVNA,,2004-09-10,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2535,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-cemernica-glina-701045,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA ČEMERNICA","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Čemernica",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Hrvatska 20,Glina,Sisačko-moslavačka,45.3399043,16.0910878,places,41.236,AKTIVNA,,2004-09-06,Sveštenik,095 520 8053,,https://www.eparhija-gornjokarlovacka.hr/,https://maps.google.com/?cid=17734587063294695556&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2797,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-segestin-hrvatska-kostajnica-701279,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA ŠEGESTIN","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Šegestin",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Davorina Trstenjaka 5,Hrvatska Kostajnica,Sisačko-moslavačka,45.2230567,16.548979199999998,places,41.332,AKTIVNA,,2004-10-22,Sveštenik,044 851 021,,,https://maps.google.com/?cid=2798160510291120130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2947,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-siroka-kula-korenica-701076,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA ŠIROKA KULA","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Široka Kula",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Vranovača 52,Korenica,Ličko-senjska,44.74365967394745,15.710314222219598,naselje-centroid,41.257,AKTIVNA,,2004-09-08,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2956,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-skanlije-hrvatska-kostajnica-701103,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA ŠKANLIJE","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Škanlije",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Davorina Trstenjaka 5,Hrvatska Kostajnica,Sisačko-moslavačka,45.2230567,16.548979199999998,places,41.268,AKTIVNA,,2004-09-10,Sveštenik,044 851 021,,,https://maps.google.com/?cid=2798160510291120130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2796,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-skare-plaski-701278,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA ŠKARE","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Škare",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Saborčanska 12,Plaški,Karlovačka,45.051925657671795,15.35914716542389,naselje-centroid,41.331,AKTIVNA,,2004-10-22,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2957,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-stikada-korenica-701104,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA ŠTIKADA","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Štikada",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Vranovača 52,Korenica,Ličko-senjska,44.74365967394745,15.710314222219598,naselje-centroid,41.269,AKTIVNA,,2004-09-10,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2886,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-svica-dreznica-700928,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA ŠVICA","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Švica",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Spomendom bb,Drežnica,Karlovačka,45.150362960747735,15.074668431419285,naselje-centroid,41.172,AKTIVNA,,2004-07-08,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2961,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-zirovac-glina-701108,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA ŽIROVAC","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Žirovac",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Hrvatska 20,Glina,Sisačko-moslavačka,45.3399043,16.0910878,places,41.273,AKTIVNA,,2004-09-10,Sveštenik,095 520 8053,,https://www.eparhija-gornjokarlovacka.hr/,https://maps.google.com/?cid=17734587063294695556&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2466,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-zivaja-hrvatska-kostajnica-701114,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, CRKVENA OPĆINA ŽIVAJA","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Crkvena Općina Živaja",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Davorina Trstenjaka 5,Hrvatska Kostajnica,Sisačko-moslavačka,45.2230567,16.548979199999998,places,41.278,AKTIVNA,,2004-09-10,Sveštenik,044 851 021,,,https://maps.google.com/?cid=2798160510291120130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2547,u-hrvatskoj-eparhija-gornjokarlovacka-eparhijski-upravni-odbor-1120,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, EPARHIJSKI UPRAVNI ODBOR","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Eparhijski Upravni Odbor",eparhija,,75954421120,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Vjekoslava Klaića 4a,Karlovac,Karlovačka,45.492925841262206,15.55645190932818,naselje-centroid,41.424,AKTIVNA,,2005-02-02,Episkop,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2636,u-hrvatskoj-eparhija-gornjokarlovacka-manastir-bogorodice-trojerucice-u-donjem-budackom-tusilovic-5864,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, MANASTIR BOGORODICE TROJERUČICE U DONJEM BUDAČKOM","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Manastir Bogorodice Trojeručice u Donjem Budačkom",eparhija,,82180895864,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Donji Budački 6,Tušilović,Karlovačka,45.39444075022774,15.621570445438367,naselje-centroid,41.237,AKTIVNA,,2004-09-06,Iguman manastira,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2739,u-hrvatskoj-eparhija-gornjokarlovacka-manastir-preobrazenja-gospodnjeg-u-komogovini-donji-kukuruzari-701165,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, MANASTIR PREOBRAŽENJA GOSPODNJEG U KOMOGOVINI","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Manastir Preobraženja Gospodnjeg u Komogovini",eparhija,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Manastir Komogovina bb,Donji Kukuruzari,Sisačko-moslavačka,45.264051993207964,16.476763217519707,naselje-centroid,41.293,AKTIVNA,,2004-09-24,Iguman manastira,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2346,u-hrvatskoj-eparhija-gornjokarlovacka-pravoslavni-manastir-gomirje-5343,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, PRAVOSLAVNI MANASTIR GOMIRJE","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Pravoslavni Manastir Gomirje",eparhija,,34133665343,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Ribnjak 23,Gomirje,Primorsko-goranska,45.32738240242973,15.119631639104929,naselje-centroid,41.28,AKTIVNA,,2004-03-11,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2773,u-hrvatskoj-eparhija-gornjokarlovacka-pravoslavni-manastir-medak-gracac-701091,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA, PRAVOSLAVNI MANASTIR MEDAK","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka, Pravoslavni Manastir Medak",eparhija,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Nikole Turkalja 5a,Gračac,,,,,41.266,AKTIVNA,,2004-09-09,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2521,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-donji-lapac-9550,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA,CRKVENA OPĆINA DONJI LAPAC","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka,crkvena Općina Donji Lapac",crkvena-opcina,,45120869550,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Maršala Tita 4,Donji Lapac,Ličko-senjska,44.5504293,15.961529500000001,places,41.291,AKTIVNA,,2004-09-23,Sveštenik,053 765 154,,https://www.eparhija-gornjokarlovacka.hr/old_site/spco_d.lapac_L.htm,https://maps.google.com/?cid=15922140854138751183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2717,u-hrvatskoj-eparhija-gornjokarlovacka-crkvena-opcina-kosinj-dreznica-701208,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA GORNJOKARLOVAČKA,CRKVENA OPĆINA KOSINJ","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Gornjokarlovačka,crkvena Općina Kosinj",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Spomendom bb,Drežnica,Karlovačka,45.150362960747735,15.074668431419285,naselje-centroid,41.299,AKTIVNA,,2004-10-11,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2706,u-hrvatskoj-eparhija-osjeckopoljska-i-baranjska-crkvena-opcina-rajevo-selo-700829,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA OSJEČKOPOLJSKA I BARANJSKA , CRKVENA OPĆINA RAJEVO SELO","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Osječkopoljska i Baranjska , Crkvena Općina Rajevo Selo",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Zrinjskih Frankopana 8,Rajevo Selo,Vukovarsko-srijemska,44.9249885,18.7757146,places,41.110,AKTIVNA,,2004-05-26,Sveštenik,,,,https://maps.google.com/?cid=4918660337966559267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2513,u-hrvatskoj-eparhija-osjeckopoljska-i-baranjska-crkvena-opcina-banovci-701155,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA OSJEČKOPOLJSKA I BARANJSKA, CRKVENA OPĆINA BANOVCI","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Osječkopoljska i Baranjska, Crkvena Općina Banovci",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Branka Radičevića bb,Banovci,Bjelovarsko-bilogorska,45.5939335,17.2242598,places,41.283,AKTIVNA,,2004-09-21,Sveštenik,,,http://facebook.com/parohijadaruvar,https://maps.google.com/?cid=4310006052960217663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2139,u-hrvatskoj-eparhija-osjeckopoljska-i-baranjska-crkvena-opcina-beli-manastir-700351,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA OSJEČKOPOLJSKA I BARANJSKA, CRKVENA OPĆINA BELI MANASTIR","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Osječkopoljska i Baranjska, Crkvena Općina Beli Manastir",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Vladana Desnice 74,Beli Manastir,Osječko-baranjska,45.774950999999994,18.610570199999998,places,41.72,AKTIVNA,,2004-03-24,Sveštenik,,,,https://maps.google.com/?cid=282080632409144993&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2456,u-hrvatskoj-eparhija-osjeckopoljska-i-baranjska-crkvena-opcina-berak-orolik-701000,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA OSJEČKOPOLJSKA I BARANJSKA, CRKVENA OPĆINA BERAK","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Osječkopoljska i Baranjska, Crkvena Općina Berak",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Dr. Franje Tuđmana 28,Orolik,Vukovarsko-srijemska,45.2314387,19.0027277,places,41.223,AKTIVNA,,2004-08-19,Sveštenik,032 536 083,,,https://maps.google.com/?cid=12346734192085389597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:vjerske-zajednice"", ""places""]"
2843,u-hrvatskoj-eparhija-osjeckopoljska-i-baranjska-crkvena-opcina-bijela-loza-podgorac-700884,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA OSJEČKOPOLJSKA I BARANJSKA, CRKVENA OPĆINA BIJELA LOZA","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Osječkopoljska i Baranjska, Crkvena Općina Bijela Loza",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Bijela Loza,Podgorač,Osječko-baranjska,45.47180015980149,18.221151086404266,naselje-centroid,41.129,AKTIVNA,,2004-07-01,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
2216,u-hrvatskoj-eparhija-osjeckopoljska-i-baranjska-crkvena-opcina-bijelo-brdo-700373,"SRPSKA PRAVOSLAVNA CRKVA U HRVATSKOJ, EPARHIJA OSJEČKOPOLJSKA I BARANJSKA, CRKVENA OPĆINA BIJELO BRDO","Srpska Pravoslavna Crkva u Hrvatskoj, Eparhija Osječkopoljska i Baranjska, Crkvena Općina Bijelo Brdo",crkvena-opcina,,,Srpska Pravoslavna Crkva u Hrvatskoj,Srpska Pravoslavna Crkva u Hrvatskoj,christian,serbian_orthodox,Školski trg 23,Bijelo Brdo,Osječko-baranjska,45.51279917193455,18.86297437816155,naselje-centroid,41.94,AKTIVNA,,2004-04-01,Sveštenik,,,,,0,,,"[""datagovhr:vjerske-zajednice""]"
